"Statistic Label","Census Year","Age Group","Sex","Administrative Counties","Frequency of speaking Irish","Level of Irish Spoken","UNIT","VALUE"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Laois County Council","Never speaks Irish outside the education system only","Speaks Irish - Not well","Number","7154"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Laois County Council","Never speaks Irish outside the education system only","Ability to speak Irish, not stated","Number","581"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Laois County Council","Not stated","Speaks Irish - Total","Number","684"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Laois County Council","Not stated","Speaks Irish - Very well","Number","39"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Laois County Council","Not stated","Speaks Irish - Well","Number","131"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Laois County Council","Not stated","Speaks Irish - Not well","Number","433"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Laois County Council","Not stated","Ability to speak Irish, not stated","Number","81"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","All Irish speakers","Speaks Irish - Total","Number","14993"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","All Irish speakers","Speaks Irish - Very well","Number","1076"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","All Irish speakers","Speaks Irish - Well","Number","4879"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","All Irish speakers","Speaks Irish - Not well","Number","8533"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","All Irish speakers","Ability to speak Irish, not stated","Number","505"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within the education system only","Speaks Irish - Total","Number","4921"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within the education system only","Speaks Irish - Very well","Number","647"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within the education system only","Speaks Irish - Well","Number","2465"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within the education system only","Speaks Irish - Not well","Number","1697"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within the education system only","Ability to speak Irish, not stated","Number","112"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Total","Number","76"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Very well","Number","41"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Well","Number","25"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Not well","Number","9"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within and daily outside the education system","Ability to speak Irish, not stated","Number","1"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Total","Number","47"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Very well","Number","10"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Well","Number","20"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Not well","Number","17"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within and weekly outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Total","Number","25"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Very well","Number","2"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Well","Number","12"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Not well","Number","10"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within and less often outside the education system","Ability to speak Irish, not stated","Number","1"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Total","Number","15"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Very well","Number","0"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Well","Number","6"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Not well","Number","9"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily within and never outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily outside the education system only","Speaks Irish - Total","Number","215"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Longford County Council","Speaks Irish daily outside the education system only","Speaks Irish - Very well","Number","80"
